[00:00:00] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369729 chunks (94.05%), ETA: 0:36:27, Rate: 10.7 cps, Current: 128, -289
[00:00:02] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369732 chunks (94.05%), ETA: 0:39:00, Rate: 10.0 cps, Current: 129, -290
[00:00:03] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369733 chunks (94.05%), ETA: 0:38:56, Rate: 10.0 cps, Current: 128, -290
[00:00:06] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369764 chunks (94.06%), ETA: 0:39:52, Rate: 9.8 cps, Current: 128, -294
[00:00:08] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369766 chunks (94.06%), ETA: 0:43:15, Rate: 9.0 cps, Current: 128, -296
[00:00:10] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369809 chunks (94.07%), ETA: 0:38:13, Rate: 10.2 cps, Current: 133, -289
[00:00:11] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369813 chunks (94.07%), ETA: 0:39:24, Rate: 9.9 cps, Current: 133, -293
[00:00:12] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369824 chunks (94.07%), ETA: 0:39:35, Rate: 9.8 cps, Current: 134, -289
[00:00:15] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369830 chunks (94.07%), ETA: 0:41:39, Rate: 9.3 cps, Current: 134, -294
[00:00:17] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369845 chunks (94.08%), ETA: 0:42:50, Rate: 9.1 cps, Current: 135, -293
[00:00:18] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369858 chunks (94.08%), ETA: 0:41:17, Rate: 9.4 cps, Current: 136, -291
[00:00:19] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369873 chunks (94.08%), ETA: 0:40:28, Rate: 9.6 cps, Current: 137, -290
[00:00:21] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369880 chunks (94.09%), ETA: 0:42:37, Rate: 9.1 cps, Current: 137, -303
[00:00:22] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369900 chunks (94.09%), ETA: 0:40:17, Rate: 9.6 cps, Current: 138, -296
[00:00:23] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369907 chunks (94.09%), ETA: 0:40:39, Rate: 9.5 cps, Current: 139, -297
[00:00:24] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369932 chunks (94.10%), ETA: 0:38:15, Rate: 10.1 cps, Current: 140, -299
[00:00:25] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369952 chunks (94.10%), ETA: 0:37:56, Rate: 10.2 cps, Current: 141, -296
[00:00:26] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369958 chunks (94.11%), ETA: 0:44:50, Rate: 8.6 cps, Current: 142, -293
[00:00:27] [Server thread/INFO]: [Chunky] Task running for world. Processed: 369986 chunks (94.11%), ETA: 0:41:29, Rate: 9.3 cps, Current: 144, -291
[00:00:29] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370000 chunks (94.12%), ETA: 0:40:49, Rate: 9.4 cps, Current: 144, -294
[00:00:30] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370005 chunks (94.12%), ETA: 0:41:43, Rate: 9.2 cps, Current: 146, -289
[00:00:31] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370019 chunks (94.12%), ETA: 0:39:12, Rate: 9.8 cps, Current: 145, -304
[00:00:32] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370032 chunks (94.12%), ETA: 0:37:32, Rate: 10.3 cps, Current: 146, -303
[00:00:33] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370041 chunks (94.13%), ETA: 0:37:22, Rate: 10.3 cps, Current: 147, -301
[00:00:34] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370067 chunks (94.13%), ETA: 0:35:27, Rate: 10.8 cps, Current: 149, -291
[00:00:37] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370080 chunks (94.14%), ETA: 0:35:04, Rate: 10.9 cps, Current: 150, -289
[00:00:38] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370098 chunks (94.14%), ETA: 0:34:27, Rate: 11.1 cps, Current: 151, -301
[00:00:39] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370119 chunks (94.15%), ETA: 0:36:09, Rate: 10.6 cps, Current: 152, -299
[00:00:40] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370132 chunks (94.15%), ETA: 0:34:48, Rate: 11.0 cps, Current: 153, -300
[00:00:41] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370145 chunks (94.15%), ETA: 0:34:41, Rate: 11.0 cps, Current: 154, -298
[00:00:42] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370215 chunks (94.17%), ETA: 0:26:33, Rate: 14.4 cps, Current: 158, -298
[00:00:46] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370241 chunks (94.18%), ETA: 0:27:35, Rate: 13.8 cps, Current: 97, -289
[00:00:47] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370243 chunks (94.18%), ETA: 0:28:38, Rate: 13.3 cps, Current: 98, -289
[00:00:50] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370244 chunks (94.18%), ETA: 0:30:34, Rate: 12.5 cps, Current: 97, -290
[00:00:51] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370247 chunks (94.18%), ETA: 0:32:12, Rate: 11.8 cps, Current: 97, -291
[00:00:52] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370263 chunks (94.18%), ETA: 0:31:39, Rate: 12.0 cps, Current: 98, -295
[00:00:55] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370274 chunks (94.19%), ETA: 0:34:27, Rate: 11.1 cps, Current: 96, -292
[00:00:57] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370289 chunks (94.19%), ETA: 0:36:29, Rate: 10.4 cps, Current: 99, -293
[00:00:58] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370309 chunks (94.20%), ETA: 0:35:53, Rate: 10.6 cps, Current: 100, -293
[00:00:59] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370326 chunks (94.20%), ETA: 0:34:41, Rate: 11.0 cps, Current: 102, -289
[00:01:01] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370338 chunks (94.20%), ETA: 0:35:08, Rate: 10.8 cps, Current: 102, -303
[00:01:03] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370356 chunks (94.21%), ETA: 0:35:34, Rate: 10.7 cps, Current: 103, -299
[00:01:05] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370373 chunks (94.21%), ETA: 0:36:25, Rate: 10.4 cps, Current: 104, -300
[00:01:07] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370391 chunks (94.22%), ETA: 0:37:37, Rate: 10.1 cps, Current: 105, -304
[00:01:08] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370402 chunks (94.22%), ETA: 0:38:48, Rate: 9.8 cps, Current: 106, -300
[00:01:10] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370421 chunks (94.22%), ETA: 0:38:26, Rate: 9.8 cps, Current: 108, -289
[00:01:11] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370430 chunks (94.23%), ETA: 0:38:42, Rate: 9.8 cps, Current: 107, -301
[00:01:12] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370453 chunks (94.23%), ETA: 0:46:51, Rate: 8.1 cps, Current: 109, -302
[00:01:13] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370458 chunks (94.23%), ETA: 0:47:41, Rate: 7.9 cps, Current: 109, -297
[00:01:14] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370471 chunks (94.24%), ETA: 0:46:44, Rate: 8.1 cps, Current: 110, -297
[00:01:16] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370483 chunks (94.24%), ETA: 0:44:53, Rate: 8.4 cps, Current: 111, -296
[00:01:17] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370513 chunks (94.25%), ETA: 0:41:21, Rate: 9.1 cps, Current: 112, -304
[00:01:18] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370522 chunks (94.25%), ETA: 0:38:16, Rate: 9.8 cps, Current: 113, -299
[00:01:19] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370546 chunks (94.26%), ETA: 0:36:31, Rate: 10.3 cps, Current: 115, -290
[00:01:21] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370564 chunks (94.26%), ETA: 0:35:08, Rate: 10.7 cps, Current: 116, -293
[00:01:22] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370579 chunks (94.26%), ETA: 0:35:03, Rate: 10.7 cps, Current: 118, -289
[00:01:23] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370599 chunks (94.27%), ETA: 0:32:29, Rate: 11.6 cps, Current: 118, -303
[00:01:24] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370609 chunks (94.27%), ETA: 0:32:42, Rate: 11.5 cps, Current: 118, -304
[00:01:26] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370628 chunks (94.28%), ETA: 0:32:13, Rate: 11.6 cps, Current: 120, -299
[00:01:27] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370642 chunks (94.28%), ETA: 0:33:02, Rate: 11.3 cps, Current: 122, -289
[00:01:29] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370657 chunks (94.28%), ETA: 0:33:39, Rate: 11.1 cps, Current: 122, -290
[00:01:35] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370753 chunks (94.31%), ETA: 0:29:04, Rate: 12.8 cps, Current: 65, -289
[00:01:40] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370755 chunks (94.31%), ETA: 0:33:05, Rate: 11.3 cps, Current: 66, -289
[00:01:42] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370759 chunks (94.31%), ETA: 0:36:01, Rate: 10.4 cps, Current: 65, -291
[00:01:43] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370763 chunks (94.31%), ETA: 0:36:31, Rate: 10.2 cps, Current: 65, -295
[00:01:44] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370773 chunks (94.31%), ETA: 0:36:27, Rate: 10.2 cps, Current: 65, -298
[00:01:46] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370778 chunks (94.31%), ETA: 0:37:19, Rate: 10.0 cps, Current: 66, -298
[00:01:47] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370801 chunks (94.32%), ETA: 0:38:09, Rate: 9.8 cps, Current: 66, -304
[00:01:48] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370813 chunks (94.32%), ETA: 0:37:38, Rate: 9.9 cps, Current: 67, -294
[00:01:50] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370826 chunks (94.33%), ETA: 0:40:43, Rate: 9.1 cps, Current: 69, -302
[00:01:51] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370837 chunks (94.33%), ETA: 0:42:12, Rate: 8.8 cps, Current: 69, -300
[00:01:52] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370851 chunks (94.33%), ETA: 0:42:46, Rate: 8.7 cps, Current: 70, -289
[00:01:54] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370855 chunks (94.33%), ETA: 0:43:48, Rate: 8.5 cps, Current: 70, -298
[00:01:55] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370865 chunks (94.34%), ETA: 0:44:53, Rate: 8.3 cps, Current: 70, -291
[00:01:56] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370873 chunks (94.34%), ETA: 0:46:10, Rate: 8.0 cps, Current: 71, -297
[00:01:58] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370888 chunks (94.34%), ETA: 0:46:42, Rate: 7.9 cps, Current: 72, -290
[00:01:59] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370902 chunks (94.35%), ETA: 1:01:02, Rate: 6.1 cps, Current: 73, -294
[00:02:00] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370915 chunks (94.35%), ETA: 0:58:48, Rate: 6.3 cps, Current: 74, -303
[00:02:02] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370931 chunks (94.35%), ETA: 0:55:51, Rate: 6.6 cps, Current: 75, -303
[00:02:03] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370941 chunks (94.36%), ETA: 0:54:55, Rate: 6.7 cps, Current: 75, -304
[00:02:04] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370952 chunks (94.36%), ETA: 0:53:51, Rate: 6.9 cps, Current: 76, -299
[00:02:05] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370967 chunks (94.36%), ETA: 0:43:27, Rate: 8.5 cps, Current: 77, -300
[00:02:07] [Server thread/INFO]: [Chunky] Task running for world. Processed: 370993 chunks (94.37%), ETA: 0:41:45, Rate: 8.8 cps, Current: 78, -304
[00:02:08] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371007 chunks (94.37%), ETA: 0:40:53, Rate: 9.0 cps, Current: 79, -292
[00:02:09] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371012 chunks (94.37%), ETA: 0:42:18, Rate: 8.7 cps, Current: 80, -291
[00:02:10] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371039 chunks (94.38%), ETA: 0:37:03, Rate: 9.9 cps, Current: 82, -289
[00:02:12] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371048 chunks (94.38%), ETA: 0:37:34, Rate: 9.8 cps, Current: 82, -292
[00:02:13] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371058 chunks (94.39%), ETA: 0:36:56, Rate: 10.0 cps, Current: 83, -300
[00:02:14] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371075 chunks (94.39%), ETA: 0:36:10, Rate: 10.2 cps, Current: 84, -302
[00:02:15] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371089 chunks (94.39%), ETA: 0:34:56, Rate: 10.5 cps, Current: 85, -300
[00:02:16] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371108 chunks (94.40%), ETA: 0:35:22, Rate: 10.4 cps, Current: 86, -300
[00:02:18] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371112 chunks (94.40%), ETA: 0:36:38, Rate: 10.0 cps, Current: 86, -297
[00:02:19] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371131 chunks (94.40%), ETA: 0:35:30, Rate: 10.3 cps, Current: 87, -295
[00:02:20] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371151 chunks (94.41%), ETA: 0:33:39, Rate: 10.9 cps, Current: 88, -292
[00:02:22] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371173 chunks (94.42%), ETA: 0:32:52, Rate: 11.1 cps, Current: 91, -289
[00:02:23] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371188 chunks (94.42%), ETA: 0:32:48, Rate: 11.1 cps, Current: 91, -292
[00:02:31] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371265 chunks (94.44%), ETA: 0:31:49, Rate: 11.5 cps, Current: 33, -289
[00:02:33] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371268 chunks (94.44%), ETA: 0:33:17, Rate: 10.9 cps, Current: 33, -290
[00:02:34] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371271 chunks (94.44%), ETA: 0:34:44, Rate: 10.5 cps, Current: 34, -290
[00:02:35] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371275 chunks (94.44%), ETA: 0:36:32, Rate: 10.0 cps, Current: 33, -295
[00:02:36] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371288 chunks (94.44%), ETA: 0:36:14, Rate: 10.0 cps, Current: 34, -302
[00:02:38] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371306 chunks (94.45%), ETA: 0:35:05, Rate: 10.4 cps, Current: 32, -300
[00:02:40] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371320 chunks (94.45%), ETA: 0:37:49, Rate: 9.6 cps, Current: 35, -300
[00:02:41] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371335 chunks (94.46%), ETA: 0:37:08, Rate: 9.8 cps, Current: 36, -289
[00:02:42] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371349 chunks (94.46%), ETA: 0:36:47, Rate: 9.9 cps, Current: 37, -300
[00:02:44] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371378 chunks (94.47%), ETA: 0:34:54, Rate: 10.4 cps, Current: 39, -300
[00:02:45] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371384 chunks (94.47%), ETA: 0:36:03, Rate: 10.1 cps, Current: 39, -290
[00:02:46] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371403 chunks (94.47%), ETA: 0:36:06, Rate: 10.0 cps, Current: 40, -304
[00:02:47] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371410 chunks (94.48%), ETA: 0:35:30, Rate: 10.2 cps, Current: 41, -297
[00:02:48] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371425 chunks (94.48%), ETA: 0:35:26, Rate: 10.2 cps, Current: 42, -300
[00:02:49] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371445 chunks (94.48%), ETA: 0:35:27, Rate: 10.2 cps, Current: 43, -300
[00:02:50] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371461 chunks (94.49%), ETA: 0:35:30, Rate: 10.2 cps, Current: 44, -289
[00:02:52] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371474 chunks (94.49%), ETA: 0:37:10, Rate: 9.7 cps, Current: 45, -290
[00:02:53] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371491 chunks (94.50%), ETA: 0:35:19, Rate: 10.2 cps, Current: 47, -289
[00:02:54] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371494 chunks (94.50%), ETA: 0:37:08, Rate: 9.7 cps, Current: 46, -293
[00:02:56] [Server thread/INFO]: [Chunky] Task running for world. Processed: 371519 chunks (94.50%), ETA: 0:35:39, Rate: 10.1 cps, Current: 47, -302
